text,audio
"محبت (Urdu) любовь (Russian), مَحَبَّة (Arabic), और प्रेम (Hindi) सार्वभौमिक भावनाएं हैं.","{'bytes': None, 'path': 'audiosamples/audio_168.wav'}"
Kemarin (Indonesian) أنا (Arabic) खाना (Hindi) gegessen und es war sehr lecker (German).,"{'bytes': None, 'path': 'audiosamples/audio_169.wav'}"
"""Друзья (friends) help amigos to find السلام (peace) through understanding and любовь (love).""","{'bytes': None, 'path': 'audiosamples/audio_170.wav'}"
تعلم اللغات الجديدة يفتح أبواب الفهم بين الشعوب المختلفة.,"{'bytes': None, 'path': 'audiosamples/audio_171.wav'}"
I love programming languages as much as I enjoy learning لغات برمجة مختلفة.,"{'bytes': None, 'path': 'audiosamples/audio_172.wav'}"
この公園はとても美しく、その美しさはアラビア語で「جمال」（ジャマール）と表現されることもあります。,"{'bytes': None, 'path': 'audiosamples/audio_173.wav'}"
Ahmet-san نے これからアラビア語のمضمونを書き始めると決意しました。,"{'bytes': None, 'path': 'audiosamples/audio_174.wav'}"
"الطالب الجزائري يتحدث الفرنسية بطلاقة، ويحضر حقيبته المدرسية ""le cartable"" كل صباح قبل أن يذهب إلى ""l'université"".","{'bytes': None, 'path': 'audiosamples/audio_175.wav'}"
"Amor (Portuguese for love), محبة (Standard Arabic for love), and love (English) are universal feelings that connect us across cultures.","{'bytes': None, 'path': 'audiosamples/audio_176.wav'}"
سافر محمد إلى جاكرتا لتعلم البهاسا الإندونيسية واكتشاف الثقافة الغنية.,"{'bytes': None, 'path': 'audiosamples/audio_177.wav'}"
كنت في المكتبة أبحث عن كتاب عن الفلامنكو، وتلك الغيتارة التي رأيتها جعلتني أشعر بالنوستالجيا نحو إسبانيا.,"{'bytes': None, 'path': 'audiosamples/audio_178.wav'}"
"Анда (Indonesian for ""you"") es (Spanish for ""is"") очень (Russian for ""very"") مبدع (Standard Arabic for ""creative"").","{'bytes': None, 'path': 'audiosamples/audio_179.wav'}"
"Анда (Indonesian for ""you"") es (Spanish for ""is"") очень (Russian for ""very"") مبدع (Standard Arabic for ""creative"").","{'bytes': None, 'path': 'audiosamples/audio_180.wav'}"
أحب أن أتعلم الكانجي اليابانية لأنها تضيف بُعداً فنياً رائعاً إلى فهم الثقافة اليابانية وأدبها.,"{'bytes': None, 'path': 'audiosamples/audio_181.wav'}"
أحب أن أتعلم اللغة الصينية، خصوصاً كلمات مثل 和平 (سلام) و 爱 (حب)، لأنها تضيف ثراءً للتواصل بين الثقافات.,"{'bytes': None, 'path': 'audiosamples/audio_182.wav'}"
"Das schöne Morgenlicht بينما kita menikmati secangkir kopi, ist einfach wunderbar.","{'bytes': None, 'path': 'audiosamples/audio_183.wav'}"
"Every morning, Khalid says ""صباح الخير"" to his neighbors, sharing a warm greeting that brightens their day as they head to the مسجد to reflect and pray.","{'bytes': None, 'path': 'audiosamples/audio_184.wav'}"
"محبت এক সার্বজনীন ভাষা es, el amor не знает границ.","{'bytes': None, 'path': 'audiosamples/audio_185.wav'}"
"Sofya'da güneş battı, والليل أحيانًا يحكي قصصًا سرمدية، while the angin whispers through the daun in the tranquil evening.","{'bytes': None, 'path': 'audiosamples/audio_186.wav'}"
"Der Junge sagte ""Merhaba"", während er das Bild eines ""قلم"" malte, y finalmente exclamó ""¡Qué hermoso!"".","{'bytes': None, 'path': 'audiosamples/audio_187.wav'}"
"Каждый день (Russian for 'Every day'), eu aprendo (Portuguese for 'I learn') algo nuevo (Spanish for 'something new') ومثير للاهتمام (Standard Arabic for 'and interesting').","{'bytes': None, 'path': 'audiosamples/audio_188.wav'}"
تمكن الفريق من حل المشكلة بعد تحديث السوفتوير، مما ساهم في زيادة آداء السيرفر بشكل ملحوظ.,"{'bytes': None, 'path': 'audiosamples/audio_189.wav'}"
"Мой друг (my friend), siempre (always) فاز (wins) جميع (all) المسابقات (competitions) اور وہ (and he) ہمیشہ (always) ayuda (helps) другим (others).","{'bytes': None, 'path': 'audiosamples/audio_190.wav'}"
"Le Chat noir (French) sagt ""Guten Tag"" (German) إلى صديقه (Standard Arabic) while strolling through the English garden.","{'bytes': None, 'path': 'audiosamples/audio_191.wav'}"
"El gato negro (Spanish) dedi ki: ""Merhaba"" (Turkish), و قال ""سلام عليكم"" (Standard Arabic) للجميع في الغرفة.","{'bytes': None, 'path': 'audiosamples/audio_192.wav'}"
मेरा दोस्त एक मुमताज कवि है और उसकी शायरी में एक खास तरह की फन्नी होती है।,"{'bytes': None, 'path': 'audiosamples/audio_193.wav'}"
"आपकी मुस्कान बहुत خوبसورत है, senyummu sangat indah.","{'bytes': None, 'path': 'audiosamples/audio_194.wav'}"
"Мой друг (my friend), siempre (always) فاز (wins) جميع (all) المسابقات (competitions) اور وہ (and he) ہمیشہ (always) ayuda (helps) другим (others).","{'bytes': None, 'path': 'audiosamples/audio_195.wav'}"
"L'amitié transcende les frontières, दोस्ती सीमाओं को पार करती है, الصداقة تتجاوز الحدود, دوستی حدوں کو عبور کرتی ہے.","{'bytes': None, 'path': 'audiosamples/audio_196.wav'}"
كان طعم الفو (phở) الذي أعدته الجدة الفيتنامية لذيذاً لدرجة أن جميع أفراد العائلة طلبوا المزيد منه.,"{'bytes': None, 'path': 'audiosamples/audio_197.wav'}"
"Bu kitabı okuduğumda, العلم نور والجهل ظلام olarak hissettim.","{'bytes': None, 'path': 'audiosamples/audio_198.wav'}"
سافر محمد إلى جاكرتا ليتعلم اللغة الإندونيسية ويستكشف ثقافتها المذهلة.,"{'bytes': None, 'path': 'audiosamples/audio_199.wav'}"
İstanbul'a أحب السفر إلى 東京で新しい文化を体験するのが好きです。,"{'bytes': None, 'path': 'audiosamples/audio_200.wav'}"
J'adore القهوة التي تُشرب في 中国的早晨 while reading an English novel.,"{'bytes': None, 'path': 'audiosamples/audio_201.wav'}"
"Bạn có thể viết tiếng Ả Rập xuất sắc, ""أنت تكتب اللغة العربية ببراعة"".","{'bytes': None, 'path': 'audiosamples/audio_202.wav'}"
"আমার বন্ধুর ""مكتبة"" (maktaba) থেকে ""كتاب"" (kitab) ধার নিয়ে পরতে বসলাম যা ""فصحى"" (fusha) ভাষায় লিখিত।","{'bytes': None, 'path': 'audiosamples/audio_203.wav'}"
"""The বই किताब (book) is ممتاز (excellent) for learning languages.""","{'bytes': None, 'path': 'audiosamples/audio_204.wav'}"
Vamos ao سوق juntos para comprar alguns presentes e depois podemos comer um delicioso كباب no restaurante perto da mesquita.,"{'bytes': None, 'path': 'audiosamples/audio_205.wav'}"
"La fille a dit ""मुझे खाना चाहिए"", während sie die نجوم bewunderte.","{'bytes': None, 'path': 'audiosamples/audio_206.wav'}"
在北京的故宫里，每当夕阳西下时，你可以看到黄金色的روشن 闪耀着迷人的光芒。,"{'bytes': None, 'path': 'audiosamples/audio_207.wav'}"
Le chat (French) dijo (Spanish) أين (Arabic) 猫 (Japanese).,"{'bytes': None, 'path': 'audiosamples/audio_208.wav'}"
"В Каире (Cairo), я встретил человека, который говорил по-английски и писал стихи на العربية.","{'bytes': None, 'path': 'audiosamples/audio_209.wav'}"
"Анда (Indonesian for ""you"") es (Spanish for ""is"") очень (Russian for ""very"") مبدع (Standard Arabic for ""creative"").","{'bytes': None, 'path': 'audiosamples/audio_210.wav'}"
"Le chat (French for ""the cat"") बगीचे में सो रहा है (Hindi for ""is sleeping in the garden"") والقمر (Arabic for ""and the moon"") shines bright tonight.","{'bytes': None, 'path': 'audiosamples/audio_211.wav'}"
"""My بيت is सुंदर and filled with love and warmth in every corner.""","{'bytes': None, 'path': 'audiosamples/audio_212.wav'}"
"Мой друг (my friend), siempre (always) فاز (wins) جميع (all) المسابقات (competitions) اور وہ (and he) ہمیشہ (always) ayuda (helps) другим (others).","{'bytes': None, 'path': 'audiosamples/audio_213.wav'}"
أود أن أجرب الناسي غورينغ في مطعم جاكارتا الشهير، لأنني سمعت أن طعمه لذيذ جدًا.,"{'bytes': None, 'path': 'audiosamples/audio_214.wav'}"
"Amor (Portuguese for love), محبة (Standard Arabic for love), and love (English) are universal feelings that connect us across cultures.","{'bytes': None, 'path': 'audiosamples/audio_215.wav'}"
"While visiting the Taj Mahal, Rahul disse, ""هذا المكان جميل بشكل لا يصدق,"" and Emma replied in awe, ""It's truly a wonder.""","{'bytes': None, 'path': 'audiosamples/audio_216.wav'}"
"أحب أن أتعلم اللغة العربية، لكن في بعض الأحيان أشعر بالحنين إلى كلمات بنغالية مثل ""ভালোবাসা"" (حب) و ""বন্ধু"" (صديق).","{'bytes': None, 'path': 'audiosamples/audio_217.wav'}"
"El gato negro (Spanish) dedi ki: ""Merhaba"" (Turkish), و قال ""سلام عليكم"" (Standard Arabic) للجميع في الغرفة.","{'bytes': None, 'path': 'audiosamples/audio_218.wav'}"
"这个句子包含多种语言：""amor"" em português, ""محبت"" باللغة الأردية، و""الحب"" بالعربية الفصحى.","{'bytes': None, 'path': 'audiosamples/audio_219.wav'}"
أحببت تناول الكباب والبقلاوة التركية في المطعم الجديد بجانب البوسفور، وكان الجو هناك هادئًا والمنظر خلابًا.,"{'bytes': None, 'path': 'audiosamples/audio_220.wav'}"
میری دوست نے مجھے القصيدة (قصیدہ) کی ایک خوبصورت مصرع سنایا جو اس نے الفصاحة (فصیح عربی) میں لکھا تھا۔,"{'bytes': None, 'path': 'audiosamples/audio_221.wav'}"
"O sol बहुत ярко светит в небе, والطقس جميل جداً اليوم.","{'bytes': None, 'path': 'audiosamples/audio_222.wav'}"
"زرت المكتبة الكبيرة لأقرأ كتبًا في علم النفس واستعرت كتاب ""Psikologi Kognitif"" باللغة الإندونيسية لأفهم مبادئه بشكل أعمق.","{'bytes': None, 'path': 'audiosamples/audio_223.wav'}"
"আমি প্রতিদিন ""سلام"" (salam) বলে আমার বন্ধুদের সাথে ""محبة"" (muhabbat) ভাগ করি।","{'bytes': None, 'path': 'audiosamples/audio_224.wav'}"
بهروز (Urdu for happy) живет (Russian for lives) di sebuah pulau (Indonesian for on an island) جميلة (Arabic for beautiful).,"{'bytes': None, 'path': 'audiosamples/audio_225.wav'}"
"A menina foi ao سوق para comprar frutas, mas se perdeu e teve de perguntar ""أين هو الطريق للعودة الى البيت؟"" a um velhinho que passava.","{'bytes': None, 'path': 'audiosamples/audio_226.wav'}"
كان طعم الفو (phở) الذي أعدته الجدة الفيتنامية لذيذاً لدرجة أن جميع أفراد العائلة طلبوا المزيد منه.,"{'bytes': None, 'path': 'audiosamples/audio_227.wav'}"
"Анда (Indonesian for ""you"") es (Spanish for ""is"") очень (Russian for ""very"") مبدع (Standard Arabic for ""creative"").","{'bytes': None, 'path': 'audiosamples/audio_228.wav'}"
"Dün akşamki العشاء'da sunulan تبولة, herkes tarafından çok beğenildi ve لذيذ olduğu konusunda herkes hemfikirdi.","{'bytes': None, 'path': 'audiosamples/audio_229.wav'}"
"Le chat (French for ""the cat"") बगीचे में सो रहा है (Hindi for ""is sleeping in the garden"") والقمر (Arabic for ""and the moon"") shines bright tonight.","{'bytes': None, 'path': 'audiosamples/audio_230.wav'}"
"রবার্ট নাইন (""Robert neun"" in German) আন্তর্জাতিক সম্মেলনে কথা বলার জন্য জাকার্তা (""Jakarta"" in Indonesian) যাত্রা করেন, وهو يتحدث العربية بطلاقة أثناء الرحلة (""and he speaks Arabic fluently during the trip"" in Standard Arabic).","{'bytes': None, 'path': 'audiosamples/audio_231.wav'}"
